unix_s,gpu_util_pct,gpu_mem_mib,gpu_power_w,gpu_temp_c,gpu_sm_mhz,gpu_mem_mhz,amd_busy_pct,mem_available_kib,swap_free_kib,proc_rss_kib,proc_swap_kib,proc_minflt,proc_majflt
1786487159.1577277,0,2,4.69,59,180,405,8,20812372,16687800,15112,0,1331,24
1786487159.68271,0,10,5.03,59,180,405,8,20580156,16786092,304384,0,12620,266
1786487160.2258186,0,190,15.37,59,555,9001,15,20372600,16795132,498452,0,35791,282
1786487160.7439084,0,190,14.06,59,1755,9001,18,20324684,16818060,2237552,0,63835,282
1786487161.2627883,0,190,13.71,59,1755,9001,17,20290640,16820132,5111260,0,109009,282
1786487161.7808251,0,190,13.31,59,1755,9001,16,20598788,16803120,12850316,0,230141,282
1786487162.2988334,0,190,13.21,59,1755,9001,17,20868596,16788780,18366932,0,316558,282
1786487162.8467472,0,190,13.26,59,1755,9001,16,20941556,16686532,19123468,0,328734,282
1786487163.4118102,0,190,13.24,60,1755,9001,14,21241460,16297284,19478940,0,334648,282
1786487164.0449314,0,190,13.14,60,1755,9001,15,21418492,16010644,20277760,91348,348850,295
1786487164.5679524,0,190,13.26,60,1755,9001,15,21630880,15766924,20657280,123416,355936,298
1786487165.1448255,0,190,13.27,60,1755,9001,14,21738504,15608152,21077544,123296,364846,328
1786487165.9069629,0,190,13.26,60,1755,9001,13,21741600,15601624,20996444,123288,368216,330
1786487166.5009055,0,190,13.32,60,1755,9001,14,21946176,15304268,21184452,123296,372004,330
1786487167.1161184,0,190,13.35,60,1755,9001,14,22189828,14970328,21413340,123296,375640,330
1786487167.7350311,0,190,13.40,60,1755,9001,15,22451604,14610132,21664720,151892,380646,336
1786487168.2629275,41,10848,13.94,60,1755,9001,15,22391184,14611440,21482268,150396,384180,1030
1786487168.7859616,51,10848,16.47,61,1785,9001,15,22396832,14615292,21540060,150396,385804,1242
1786487169.3180208,46,10848,21.60,61,1792,9001,15,22427564,14616048,21560588,150368,390003,1659
1786487169.84503,36,11776,25.10,61,1845,9001,15,22461380,14590800,8139956,138680,413670,4629
1786487170.399006,2,11780,14.32,61,1755,9001,15,22224288,14728208,8070148,151884,435512,5783
1786487170.9200678,0,11780,15.86,61,1755,9001,16,21943964,15007576,8048752,151884,435512,5783
1786487171.4470584,4,11782,14.26,61,1755,9001,16,21751500,15029908,8134196,138864,452221,9497
1786487171.9686143,0,11782,13.45,61,1755,9001,19,21637832,15081800,8009800,138596,452272,9514
1786487172.4920712,0,11782,13.53,61,1755,9001,22,21765984,15176508,7970028,51784,453514,31237
1786487173.0150852,0,11782,13.53,61,1755,9001,20,21768340,15204652,8101516,0,455171,44200
1786487173.5372953,0,11782,13.53,61,1755,9001,21,21760132,15216524,8091480,0,455171,44200
1786487174.0601497,0,11782,13.43,61,1755,9001,22,21734836,15253088,8091480,0,455171,44200
1786487174.5831668,0,11782,13.50,61,1755,9001,27,21601224,15297180,8091480,0,455171,44200
1786487175.1052341,0,11782,13.50,61,1755,9001,20,21563712,15321376,8091480,0,455171,44200
1786487175.6271472,0,11782,13.47,61,1755,9001,12,21738644,15345564,0,0,455214,44200
1786487176.1475356,0,2,13.59,61,1755,9001,8,21846824,15422576,0,0,455214,44200
