unix_s,gpu_util_pct,gpu_mem_mib,gpu_power_w,gpu_temp_c,gpu_sm_mhz,gpu_mem_mhz,amd_busy_pct,mem_available_kib,swap_free_kib,proc_rss_kib,proc_swap_kib,proc_minflt,proc_majflt
1786477035.1663635,0,2,15.87,68,1755,9001,16,22021068,16908432,14024,0,1225,23
1786477035.6874204,0,48,15.49,68,1755,9001,10,21762584,16914136,373940,0,38055,359
1786477036.2204597,1,190,15.99,68,1807,9001,7,21587644,17080660,935120,0,74032,363
1786477036.7444935,0,190,16.29,68,1755,9001,5,21533740,17088224,4174268,0,125083,363
1786477037.2664897,0,190,14.94,67,1755,9001,4,21468844,17105912,9871172,0,214763,364
1786477037.7874758,0,190,14.50,67,1755,9001,3,21483304,17103932,17578312,0,336218,364
1786477038.3075402,0,190,14.56,67,1755,9001,8,21613940,16996176,19099600,0,360240,364
1786477038.8885167,0,190,14.58,67,1755,9001,12,21791404,16741240,19775432,0,370908,364
1786477039.4325335,0,190,14.52,67,1755,9001,14,22100664,16441048,20124544,106456,378269,365
1786477040.045609,0,190,14.57,67,1755,9001,9,22456676,15985296,20356184,158608,382780,370
1786477040.5795357,0,190,14.53,67,1755,9001,6,22426636,16019848,21612336,175528,404199,370
1786477041.2845507,60,8106,15.07,67,1785,9001,4,22136540,16218560,20819224,227704,412829,766
1786477041.806806,56,8106,19.12,67,1792,9001,3,22111640,16275004,20658268,227696,413825,855
1786477042.3335865,21,8106,24.32,67,2025,9001,2,22078480,16326000,13433460,227684,414096,2938
1786477042.8548772,3,8728,24.13,67,1920,9001,2,21948088,16354980,9534932,210968,448906,60484
1786477043.3786123,0,8730,22.38,67,1800,9001,1,21900360,16370512,9562600,200520,455113,117430
1786477043.9046285,1,8820,22.86,67,1822,9001,2,21473080,16391496,10039388,196860,561135,156256
1786477044.4256592,20,8820,27.49,67,1777,14001,1,21470304,16398852,10103124,196848,561226,172940
1786477044.9469643,4,8820,28.05,67,1770,9001,2,21415372,16425716,10364948,196848,564587,194591
1786477045.4730215,42,8820,23.92,67,1785,9001,8,21345868,16449716,10729864,196844,571704,200217
1786477046.0009325,37,8820,25.71,68,1785,14001,13,21275048,16484664,11634704,196844,588924,200449
1786477046.523066,51,8820,27.87,68,1800,14001,9,21302600,16499896,11945232,196820,595523,200678
1786477047.048032,82,8820,33.12,69,1882,14001,18,21279684,16532532,12003476,196816,607451,200696
1786477047.5768507,84,8854,38.09,68,1830,14001,27,21243820,16539240,12046724,196644,611448,200754
1786477048.106688,34,8856,42.11,69,1882,14001,30,21215280,16541764,12121556,196052,617077,200915
1786477048.6318862,29,8856,54.62,72,2677,14001,29,21199128,16545972,12121792,195928,617083,200957
1786477049.1580167,29,8856,66.03,73,2655,14001,32,21200728,16550784,12121884,195836,617083,200980
1786477049.6860757,27,8856,68.27,72,2632,14001,36,21172884,16558576,12121964,195772,617086,201007
1786477050.2218757,25,8856,66.44,72,2617,14001,37,21161672,16561804,12118156,195728,617120,201018
1786477050.758001,27,8856,65.61,73,2647,14001,39,21167156,16572340,12109512,195656,617130,201036
1786477051.29122,29,8856,65.18,74,2640,14001,34,21205180,16583608,12078264,195596,617130,201051
1786477051.8170168,27,8856,68.21,74,2662,14001,29,21191072,16597744,12067096,195540,617159,201068
1786477052.3462176,27,8856,69.45,74,2670,14001,29,21182340,16607392,12067148,195488,617159,201081
1786477052.8691726,30,8856,69.50,75,2662,14001,27,21168540,16611108,12068492,195424,617179,201097
1786477053.3930848,30,248,69.78,75,2677,14001,22,21206060,16633460,7596060,190696,617257,201509
1786477053.9129877,0,222,47.46,70,1755,14001,22,21358360,16679696,745068,144752,617665,213589
