unix_s,gpu_util_pct,gpu_mem_mib,gpu_power_w,gpu_temp_c,gpu_sm_mhz,gpu_mem_mhz,amd_busy_pct,mem_available_kib,swap_free_kib,proc_rss_kib,proc_swap_kib,proc_minflt,proc_majflt
1786476882.2468047,0,2,15.27,70,1755,9001,7,22318792,16644604,13812,0,1184,20
1786476882.7677612,3,164,15.85,70,1777,9001,7,22233780,16648424,423904,0,50841,295
1786476883.289785,0,164,15.76,69,1755,9001,7,22183724,16650348,3714932,0,111878,298
1786476883.8109164,0,164,15.02,69,1755,9001,8,22142152,16656796,14371780,0,278798,298
1786476884.3318992,0,164,14.94,69,1755,9001,7,22020832,16754548,18479024,0,343345,298
1786476884.8547394,0,164,14.87,68,1755,9001,7,22070412,16783496,20242576,0,371373,298
1786476885.4017663,0,164,14.90,68,1755,9001,7,22228576,16573464,20630096,28132,377981,301
1786476885.9863977,0,164,14.87,68,1755,9001,8,22381284,16377676,21003116,127224,385589,304
1786476886.6967714,0,164,14.75,68,1755,9001,7,22610588,16127732,21685996,205304,398103,330
1786476887.2347696,0,164,14.65,68,1755,9001,8,22745668,16006508,22062268,205304,404570,330
1786476887.8018234,92,7264,18.81,68,1822,9001,8,22694076,16006548,21741656,203812,405564,732
1786476888.3298142,1,7790,22.79,68,1807,9001,8,22349108,16052640,18191844,187364,480000,14217
1786476888.859857,0,7792,23.39,68,1815,9001,9,22289324,16096404,18242364,186680,481370,24712
1786476889.3808908,0,7792,17.91,67,1755,9001,8,22251356,16207804,18111348,186680,481370,24712
1786476889.9019108,0,7792,14.77,67,1755,9001,8,22189968,16235956,17892808,186680,481370,24712
1786476890.4239042,0,7792,14.69,67,1755,9001,8,22131608,16301424,17773588,176908,481702,32313
1786476890.9479566,10,7860,14.96,67,1755,9001,8,21804892,16308940,17695632,173448,568322,62422
1786476891.4699078,39,7862,16.09,67,1755,9001,8,21814864,16304064,18178860,173348,580061,65757
1786476892.0012355,44,7862,18.27,67,1755,9001,8,21828488,16307336,18454372,173348,587650,65978
1786476892.524937,48,7862,19.89,67,1755,9001,7,21789672,16311200,18862100,173340,597438,66234
1786476893.0566761,46,7862,20.23,67,1755,9001,8,21847204,16313476,19296924,173340,607910,66443
1786476893.6461735,7,7882,18.91,67,1755,9001,8,21726004,16321192,19258488,173036,636191,66575
1786476894.184026,34,7884,20.77,67,1755,9001,8,21633804,16332004,19160220,172996,650102,74355
1786476894.7130606,26,7920,20.51,67,1755,9001,8,21567136,16340372,19211796,172628,655003,74674
1786476895.2390394,65,7920,22.34,67,1755,9001,8,21564964,16343112,19268400,172620,656394,74833
1786476895.7641032,51,7920,28.50,69,1965,9001,9,21492840,16346012,19321604,172600,669964,74923
1786476896.2933433,9,7920,31.70,68,2160,9001,8,21492768,16354392,19329688,172328,673130,75105
1786476896.8262084,9,7920,34.27,69,2160,9001,8,21533724,16357312,19320952,172272,673285,75155
1786476897.3672,9,7920,30.72,69,2167,9001,8,21536912,16341480,19326764,177656,673501,75194
1786476897.9002333,9,7920,28.92,68,2145,9001,8,21546020,16334528,19314368,190256,673504,75209
1786476898.4430654,9,7920,26.93,68,2130,9001,8,21552116,16334716,19313332,191876,673523,75218
1786476898.9722097,9,7920,26.84,69,2137,9001,8,21563332,16326456,19314940,191840,673563,75235
1786476899.5062025,5,7920,25.97,68,2115,9001,8,21567012,16326928,19324620,191824,673763,75278
