unix_s,gpu_util_pct,gpu_mem_mib,gpu_power_w,gpu_temp_c,gpu_sm_mhz,gpu_mem_mhz,amd_busy_pct,mem_available_kib,swap_free_kib,proc_rss_kib,proc_swap_kib,proc_minflt,proc_majflt
1786477868.0976114,0,2,5.03,64,180,405,15,21288232,17718588,14520,0,1273,18
1786477868.6195793,0,31,5.65,64,180,405,22,21032408,17728272,315336,0,13408,272
1786477869.137588,0,190,7.89,65,1822,9001,26,20846248,17728476,668508,0,38558,288
1786477869.6558254,0,190,13.94,65,1755,9001,21,20823792,17730276,4069180,0,92071,288
1786477870.1746826,0,190,14.10,65,1755,9001,19,21038612,17732068,6877136,0,136201,288
1786477870.7001824,0,190,14.10,65,1755,9001,18,21054892,17726132,17299368,0,299363,288
1786477871.2239163,0,190,14.09,65,1755,9001,18,21070608,17703328,18481152,0,319004,288
1786477871.7436476,0,190,14.08,65,1755,9001,17,21141172,17707116,19260416,0,332400,288
1786477872.3396983,0,190,14.11,65,1755,9001,15,21349096,17451208,19763572,0,340386,288
1786477872.8897197,0,190,14.12,65,1755,9001,17,21469000,17308836,20051800,0,346097,288
1786477873.4808302,0,190,14.16,65,1755,9001,24,21711536,16966940,20309460,0,350254,288
1786477874.0967376,0,190,14.20,65,1755,9001,21,22049304,16500196,20562440,0,354264,288
1786477874.7050958,0,190,14.22,65,1755,9001,19,22268104,16193476,21567440,34892,370773,318
1786477875.3579288,0,190,14.12,65,1755,9001,17,22360056,16062032,21736628,34900,373758,318
1786477876.049824,0,190,14.13,65,1755,9001,16,22525200,15830332,21706608,118504,377870,318
1786477876.5730898,47,8106,15.36,65,1800,9001,16,22365512,15905124,21201312,117036,380683,805
1786477877.0978436,59,8106,19.38,66,1792,9001,18,22317456,15917384,20812256,117036,380874,979
1786477877.6208663,19,8106,23.93,66,1920,9001,19,22258592,15945860,12066560,117024,385626,1053
1786477878.1419592,16,9132,21.73,66,1755,9001,19,22035944,15963212,11350904,107792,447054,3734
1786477878.662945,3,9222,16.93,65,1755,9001,20,21568064,15995652,11618824,96132,558473,6983
1786477879.1999207,63,9222,20.29,66,1672,9001,24,21582340,16010296,11704004,96104,561495,7241
1786477879.7290084,67,9222,22.78,66,1755,9001,28,21581664,16033016,11804932,96104,564509,7508
1786477880.2552974,56,9222,25.73,67,1815,9001,31,21564352,16067032,11863464,96172,566266,7714
1786477880.7840986,18,9222,30.43,67,1777,14001,25,21512992,16053724,11921404,96168,578682,7728
1786477881.3080266,91,9254,36.82,68,1822,14001,18,21441936,16181292,11948412,96020,582869,7790
1786477881.8330445,79,9258,39.65,68,1860,14001,14,21319116,16199804,11970804,95392,599234,7955
1786477882.3631136,34,9258,44.21,69,2092,14001,9,21323616,16205280,11971980,95292,599254,7984
1786477882.8970118,40,9258,45.20,68,1507,14001,6,21317160,16206948,11972208,95192,599255,8010
1786477883.4282272,37,9258,44.98,69,1372,14001,4,21330140,16207116,11973132,95148,599277,8039
1786477883.963449,36,9258,44.47,69,2047,14001,6,21314592,16210936,11973924,95076,599291,8063
1786477884.498224,43,9258,45.04,68,1552,14001,4,21321208,16212996,11974052,95012,599291,8080
1786477885.028144,36,9258,44.72,69,2025,14001,5,21328996,16218592,11974212,94980,599292,8089
1786477885.5613778,41,9258,44.69,69,1507,14001,3,21323260,16221664,11974488,94920,599296,8105
1786477886.0941906,37,9258,44.92,69,1867,14001,2,21321728,16223244,11974544,94864,599296,8119
1786477886.6282926,40,9258,44.91,69,1582,14001,2,21294220,16239652,11974660,94812,599296,8133
1786477887.154526,38,9258,44.88,70,1867,14001,4,21284108,16241096,11975428,94756,599308,8153
1786477887.6843162,0,248,41.70,68,1575,14001,8,21532356,16299164,819684,59696,599326,16142
